credit_policy,purpose,int_rate,installment,log_annual_inc,dti,fico,days_with_cr_line,revol_bal,revol_util,inq_last_6mths,delinq_2yrs,pub_rec,not_fully_paid
1,debt_consolidation,0.131,533.39,50000,19.52,709,39083,15422,0.952,0,0,0,0
1,debt_consolidation,0.143,514.86,50000,60.56,699,37043,18890,0.501,1,1,0,0
1,credit_card,0.065,127.12,60000,16.52,749,39539,10444,0.161,0,0,0,0
1,debt_consolidation,0.082,103.7,55000,31.4,724,35004,24819,0.575,0,0,0,0
1,credit_card,0.131,809.58,88000,23.2,704,34912,49043,0.631,0,0,0,0
1,credit_card,0.065,1225.24,87780,15.64,674,36982,36493,0.865,0,0,0,0
1,credit_card,0.103,358.62,357000,12.3,724,34943,62159,0.951,0,0,0,0
1,debt_consolidation,0.076,491.14,62000,22.74,789,40756,43,0.002,1,0,0,0
1,debt_consolidation,0.088,244.18,66000,14.47,719,37865,4522,0.086,0,0,1,0
1,debt_consolidation,0.143,281.09,92000,14.9,699,38565,35271,0.426,1,0,0,0
1,credit_card,0.076,1158.18,432000,1.99,694,39692,30454,0.469,1,0,0,0
1,credit_card,0.177,180.12,43500,27.31,674,40756,4238,0.597,1,0,1,0
1,credit_card,0.131,1349.3,153000,30.01,699,37742,53779,0.542,0,0,0,0
1,debt_consolidation,0.117,282.86,52000,4.36,724,41395,8599,0.289,0,0,0,0
1,debt_consolidation,0.124,381.61,74450,20.84,749,39630,9877,0.176,1,0,0,0
1,debt_consolidation,0.11,870.1,120000,27.89,694,36039,48637,0.632,0,0,0,0
1,credit_card,0.177,432.27,50000,15.91,669,42583,12849,0.533,1,0,0,0
1,debt_consolidation,0.143,936.97,250000,8.47,724,40210,103004,0.239,1,0,1,0
1,debt_consolidation,0.231,657.54,30000,29.88,669,38657,17993,0.652,0,0,0,0
1,credit_card,0.124,847.94,45000,65.33,724,37104,49920,0.555,0,0,0,0
1,debt_consolidation,0.152,556.53,48000,16.05,699,40878,1542,0.159,1,0,0,0
1,debt_consolidation,0.177,248.56,65000,39.38,689,41640,13307,0.444,1,0,0,0
1,credit_card,0.257,1203.14,67000,36.36,694,37135,22554,0.417,0,0,0,0
1,debt_consolidation,0.088,152.22,52000,17.17,704,41730,3204,0.605,0,0,0,0
1,debt_consolidation,0.088,842.73,200000,23.66,714,38292,41052,0.447,0,0,0,0
1,debt_consolidation,0.231,588.79,23232,31.77,739,38231,11129,0.691,0,0,0,0
1,debt_consolidation,0.124,673.42,65000,31.76,724,41760,20901,0.215,0,0,1,0
1,credit_card,0.177,934.34,165000,16.48,709,29587,12223,0.27,1,1,0,0
1,debt_consolidation,0.11,196.49,42000,47.47,764,38018,10395,0.279,1,0,0,0
1,debt_consolidation,0.065,673.88,83000,9.4,689,37681,22573,0.645,0,0,1,0
1,debt_consolidation,0.206,536.02,55000,33.28,679,29921,13876,0.36,0,0,0,0
1,debt_consolidation,0.088,202.17,47000,20.28,714,41214,9589,0.263,0,0,1,0
1,debt_consolidation,0.143,421.64,60000,31.32,694,41214,10462,0.252,0,1,0,0
1,debt_consolidation,0.065,1225.24,140000,23.59,679,38869,68841,0.676,0,0,0,0
1,debt_consolidation,0.11,261.99,45000,28.68,684,40360,9688,0.355,0,0,0,0
1,credit_card,0.177,180.12,72000,23.58,679,41091,9508,0.442,0,1,0,0
1,credit_card,0.082,418.73,110000,30.09,724,38930,52097,0.383,0,0,0,0
1,debt_consolidation,0.065,1225.24,304000,14.25,769,36739,40206,0.562,0,0,0,0
1,car,0.088,177.59,28320,5.08,679,37196,3064,0.141,1,1,0,0
1,other,0.082,200.33,97000,34.27,739,38899,9678,0.103,3,1,0,0
1,debt_consolidation,0.206,149.78,60000,17.84,669,42036,3898,0.358,1,0,0,0
1,debt_consolidation,0.124,267.25,65000,15.27,664,41548,11770,0.835,0,0,0,0
1,credit_card,0.088,570.81,120000,10.72,694,41365,6400,0.318,1,0,0,0
1,debt_consolidation,0.124,336.71,115000,23.35,704,38139,37294,0.684,2,0,0,0
1,debt_consolidation,0.124,425.93,50000,52.09,689,35704,13422,0.695,0,0,0,0
1,debt_consolidation,0.117,210.86,140000,35.4,684,34304,92426,0.448,1,0,0,0
1,debt_consolidation,0.07,345.93,93000,16.9,759,39630,5161,0.067,1,0,0,0
1,debt_consolidation,0.131,363.57,74000,23.81,689,39692,11094,0.72,0,0,0,0
1,home_improvement,0.07,926.59,140000,19.13,799,33635,11949,0.146,0,0,0,0
1,credit_card,0.143,181.92,35000,25.31,674,37438,4790,0.162,0,0,1,0
1,debt_consolidation,0.161,789.98,56000,33.36,769,34213,26460,0.357,0,0,0,0
1,renewable_energy,0.206,938.03,70000,26.9,739,37834,6420,0.158,1,0,0,0
1,debt_consolidation,0.065,208.29,126500,13.51,784,40391,1500,0.023,0,0,0,0
1,debt_consolidation,0.088,505.8,62000,29.23,719,38565,15515,0.365,0,1,0,0
1,debt_consolidation,0.206,329.52,24500,14.75,674,30742,10318,0.897,0,0,1,0
1,home_improvement,0.076,1245.36,150000,12.51,764,41579,13230,0.123,1,0,0,0
1,debt_consolidation,0.11,327.49,105976,16.24,699,38991,6839,0.21,0,0,0,0
1,debt_consolidation,0.082,305.52,92199,6.77,714,39417,15361,0.363,0,0,0,0
1,debt_consolidation,0.103,455.5,130000,10.4,749,41548,6158,0.168,0,0,0,0
1,debt_consolidation,0.117,330.76,62641.5,25.02,709,36557,9144,0.37,1,0,0,0
1,debt_consolidation,0.17,1358.32,485000,33.22,684,34274,504828,0.698,0,0,0,0
1,other,0.206,561.67,148000,13.22,674,38047,20061,0.504,0,0,0,0
1,debt_consolidation,0.065,1225.24,335000,18.53,714,34029,108182,0.627,2,0,0,0
1,debt_consolidation,0.065,612.62,34000,72.86,724,38838,0,0,0,0,0,0
1,debt_consolidation,0.082,814.7,70000,18.17,704,38169,33044,0.444,1,0,0,0
1,debt_consolidation,0.206,449.34,52000,3.51,664,38718,4580,0.361,0,0,0,0
1,credit_card,0.11,353.69,45000,10,674,37500,9061,0.816,2,1,1,0
1,credit_card,0.231,968.4,132000,29.14,664,38078,30516,0.773,1,0,0,0
1,credit_card,0.088,158.56,26400,7.86,679,39083,5230,0.405,0,0,0,0
1,debt_consolidation,0.131,729.41,82000,7.33,789,38139,8900,0.165,1,0,0,0
1,credit_card,0.152,275.04,75000,15.06,694,39173,17030,0.498,0,1,0,0
1,debt_consolidation,0.143,281.09,75000,18.59,684,39203,16286,0.571,3,1,0,0
1,home_improvement,0.231,123.96,49000,16.75,719,41852,14484,0.547,1,0,0,0
1,debt_consolidation,0.131,638.24,50000,21.94,719,39052,5665,0.137,1,0,1,0
1,debt_consolidation,0.288,569.17,75440,8.03,699,40391,10188,0.545,2,0,0,0
1,debt_consolidation,0.065,459.47,125000,25.02,809,38047,9885,0.154,0,0,0,0
1,debt_consolidation,0.231,411.57,39593,35.25,674,39264,15734,0.303,1,0,0,0
1,home_improvement,0.17,997.58,90000,29.05,709,36770,35231,0.576,2,0,0,0
1,credit_card,0.177,252.16,30000,25.77,664,31868,8420,0.708,0,0,0,0
1,debt_consolidation,0.143,686.48,110000,26.4,689,39995,9915,0.318,2,1,0,0
1,debt_consolidation,0.076,104.3,36500,39.3,724,40756,7813,0.596,0,0,0,0
1,debt_consolidation,0.07,169.88,63000,9.16,744,38899,5958,0.239,0,0,0,0
1,debt_consolidation,0.206,868.35,65000,20.94,719,38657,15754,0.374,0,0,0,0
1,medical,0.161,259.06,75000,17.89,759,34394,23712,0.528,0,0,0,0
1,debt_consolidation,0.257,247.65,42432,36.96,674,36951,10402,0.826,1,0,0,0
1,credit_card,0.065,183.79,25000,24.05,699,40634,6185,0.503,0,0,1,0
1,credit_card,0.103,155.63,42999,32.93,724,42491,5854,0.219,0,0,0,0
1,debt_consolidation,0.143,348.44,45000,48.13,739,38777,13217,0.441,0,0,0,0
1,car,0.161,338.08,89000,20.59,694,39965,14041,0.883,0,0,0,0
1,debt_consolidation,0.257,494.29,94000,21.79,744,38869,13502,0.425,0,0,0,0
1,debt_consolidation,0.117,165.38,20000,17.83,709,42401,4906,0.314,0,0,0,0
1,debt_consolidation,0.206,570.19,119000,3.27,674,40634,17686,0.431,1,0,0,0
1,debt_consolidation,0.11,294.74,85000,17.87,719,36770,26430,0.99,0,0,0,0
1,credit_card,0.065,183.79,36000,6.25,729,40725,6254,0.549,0,0,0,0
1,credit_card,0.07,247.09,88000,9.73,744,40087,18349,0.159,1,0,0,0
1,other,0.131,538.04,50000,6.16,689,41426,1535,0.152,0,1,0,0
1,credit_card,0.131,101.2,14000,10.98,669,41760,1639,0.248,2,1,0,0
1,credit_card,0.124,267.25,30000,20.82,679,41334,11821,0.473,0,2,0,0
1,moving,0.131,430.09,59000,20.06,714,41456,4043,0.277,1,1,0,0
1,debt_consolidation,0.11,293.66,119000,20.91,729,40057,28928,0.224,0,0,0,0
1,debt_consolidation,0.206,294.81,84000,21.37,694,37530,14682,0.999,0,0,0,0
1,other,0.07,463.3,240000,10.04,729,35186,7769,0.168,1,1,0,0
1,debt_consolidation,0.186,474.04,104000,12.36,689,39203,8908,0.281,1,0,1,0
1,debt_consolidation,0.143,755.12,165000,7.33,689,37987,21442,0.539,0,0,0,0
1,credit_card,0.11,156.62,47800,16.82,699,39692,8647,0.636,1,0,0,0
1,debt_consolidation,0.186,280.78,64000,33.7,689,39326,10520,0.569,0,0,0,0
1,credit_card,0.076,1214.22,175000,9.89,734,38930,69446,0.945,1,0,0,0
1,credit_card,0.177,430.47,34000,30.07,679,38047,6239,0.547,1,0,1,0
1,credit_card,0.103,168.6,35244,17.94,694,41275,3921,0.37,0,0,0,0
1,debt_consolidation,0.076,233.51,30000,36.24,709,36312,10367,0.202,2,0,1,0
1,debt_consolidation,0.065,459.47,115000,29.81,729,34851,33713,0.271,2,0,0,0
1,credit_card,0.11,326.29,120000,16.48,679,40634,13050,0.974,0,0,0,0
1,debt_consolidation,0.088,289.33,150000,6.97,724,41548,8850,0.367,0,0,0,0
1,debt_consolidation,0.177,396.25,40000,36.03,734,37681,19479,0.641,0,0,0,0
1,car,0.103,296.67,170000,23.09,679,38657,5310,0.293,0,0,0,0
1,debt_consolidation,0.082,219.97,76896,12.58,739,37104,21086,0.047,0,1,0,0
1,debt_consolidation,0.082,219.97,40000,13.5,769,40087,3346,0.08,2,0,0,0
1,debt_consolidation,0.17,855.07,45000,34.32,704,35765,308,0.027,0,4,0,0
1,credit_card,0.131,585.81,150000,20.76,754,40575,11135,0.225,1,0,0,0
1,debt_consolidation,0.11,132.64,45000,14.03,774,40756,2206,0.036,2,0,0,0
1,credit_card,0.082,587.1,182000,9.73,729,36039,33527,0.455,1,0,0,0
1,credit_card,0.143,912.15,40000,21.93,734,37226,6975,0.182,2,0,0,0
1,moving,0.206,299.56,65000,29.53,664,37773,29656,0.76,1,0,0,0
1,credit_card,0.076,239.74,160000,5.4,719,39692,7252,0.154,2,0,0,0
1,credit_card,0.257,894.33,120742,39.18,694,34486,47497,0.772,3,0,0,0
1,debt_consolidation,0.143,823.77,45000,33.07,719,39264,5912,0.067,1,1,0,0
1,credit_card,0.11,340.59,36620,19.76,689,40544,6491,0.393,2,0,0,0
1,home_improvement,0.257,624.41,130000,27.72,704,37316,6769,0.574,0,1,1,0
1,debt_consolidation,0.124,596.54,72000,38.05,719,37895,18844,0.849,0,0,0,0
1,debt_consolidation,0.206,579.57,100000,18.94,714,39234,26207,0.39,0,0,0,0
1,debt_consolidation,0.131,484.95,61000,7.87,719,25143,168,0.01,0,0,0,0
1,credit_card,0.076,393.07,100000,4.56,764,36678,27900,0.203,0,0,0,0
1,credit_card,0.103,162.12,60000,14.16,689,38626,3694,0.402,1,0,0,0
1,debt_consolidation,0.152,521.75,78000,19.55,704,38200,13522,0.307,1,0,0,0
1,debt_consolidation,0.206,712.24,65000,46.6,699,40756,20736,0.481,0,0,0,0
1,credit_card,0.131,262.14,75000,23.81,689,40756,18678,0.439,2,0,0,0
1,debt_consolidation,0.11,462.79,57700,34.03,814,37347,2538,0.083,0,0,0,0
1,debt_consolidation,0.088,413.33,100000,25.05,784,38808,15216,0.264,0,0,0,0
1,debt_consolidation,0.124,875.44,93000,26.01,809,39387,3212,0.087,1,0,0,0
1,credit_card,0.088,304.43,90000,30.68,719,38384,37095,0.346,1,0,0,0
1,debt_consolidation,0.088,826.66,126000,14.93,724,35096,28034,0.215,3,0,0,0
1,debt_consolidation,0.206,796.63,53040,26.38,739,39904,8252,0.43,0,0,0,0
1,debt_consolidation,0.088,142.71,75000,2.46,764,36008,4597,0.222,1,0,0,0
1,medical,0.124,448.95,40000,2.76,744,41671,3462,0.333,0,0,0,0
1,debt_consolidation,0.082,479.15,125000,46.28,714,33390,47407,0.056,0,0,0,0
1,debt_consolidation,0.065,398.21,59000,18.8,724,37561,22932,0.404,1,1,1,0
1,debt_consolidation,0.177,741.16,46800,19.46,664,39083,17275,0.489,0,1,0,0
1,debt_consolidation,0.186,474.04,84000,14.26,674,39295,11974,0.704,0,0,0,0
1,debt_consolidation,0.11,654.97,78500,30.64,689,36708,6,0,1,0,1,0
1,debt_consolidation,0.186,897.94,265500,27.23,684,33756,57900,0.405,2,0,0,0
1,debt_consolidation,0.103,706.53,140000,12.48,729,37377,6251,0.082,3,2,0,0
1,debt_consolidation,0.124,534.5,42000,37.46,674,36220,13391,0.603,1,0,0,0
1,credit_card,0.088,507.39,150000,19.75,689,38899,24976,0.444,0,0,0,0
1,debt_consolidation,0.131,800.08,90000,27.32,729,39295,12910,0.508,0,1,1,0
1,credit_card,0.143,152.74,92000,11.97,664,38718,8289,0.192,2,0,2,0
1,debt_consolidation,0.186,273.41,63000,32.04,714,37196,11863,0.37,2,0,0,0
1,debt_consolidation,0.288,869.38,110000,14.77,694,32905,15987,0.571,1,0,0,0
1,debt_consolidation,0.206,1123.34,130000,31.41,664,38322,43900,0.849,0,0,0,0
1,debt_consolidation,0.231,581.04,120000,18.69,664,35855,10800,0.732,1,9,0,0
1,credit_card,0.082,670.12,180000,24.97,734,39539,27628,0.434,0,0,0,0
1,car,0.065,309.38,60000,10.22,744,36708,33900,0.104,1,0,1,0
1,debt_consolidation,0.206,402.02,74000,13.35,669,40848,2921,0.635,0,0,0,0
1,other,0.206,331.39,77000,21.66,684,35827,4474,0.193,0,0,1,0
1,debt_consolidation,0.177,496.84,45760,26.46,714,39264,14247,0.57,0,0,0,0
1,debt_consolidation,0.177,328.28,60000,9.32,664,41944,6097,0.469,0,1,1,0
1,debt_consolidation,0.082,518.5,92000,19.7,739,34455,13562,0.267,1,0,0,0
1,debt_consolidation,0.088,336.94,40000,21.63,704,38443,12103,0.426,0,0,0,0
1,debt_consolidation,0.088,253.7,60000,24.8,704,37104,20438,0.349,0,0,0,0
1,debt_consolidation,0.082,712.87,80000,29.49,739,33147,59821,0.355,0,0,0,0
1,debt_consolidation,0.124,785.65,160000,13.8,709,40909,15801,0.345,0,0,0,0
1,credit_card,0.11,452.75,47500,28.65,714,39356,16544,0.19,1,0,0,0
1,debt_consolidation,0.088,475.33,135000,12.81,674,35643,24287,0.383,0,0,0,0
1,home_improvement,0.11,173.57,50000,6.84,684,36861,1116,0.131,1,0,1,0
1,credit_card,0.117,562.3,20000,21.67,704,40179,11727,0.396,0,0,0,0
1,debt_consolidation,0.143,411.89,70000,7.73,699,37500,13582,0.531,0,0,0,0
1,debt_consolidation,0.11,522.34,40000,26.4,694,36739,9626,0.376,2,0,0,0
1,credit_card,0.088,1141.61,290000,20.39,704,38777,48816,0.488,0,1,0,0
1,debt_consolidation,0.131,638.24,110000,35.38,704,36861,9528,0.452,0,9,0,0
1,debt_consolidation,0.065,398.21,62400,37.85,729,39234,22318,0.797,0,0,0,0
1,medical,0.231,116.21,98750,36.41,664,39203,31322,0.713,1,0,0,0
1,credit_card,0.231,477.62,46000,37.88,724,38657,9847,0.656,1,0,0,0
1,debt_consolidation,0.11,699.18,70000,34.18,734,40299,26985,0.397,0,0,0,0
1,other,0.231,282.2,15000,20.24,684,41791,2792,0.067,0,0,0,0
1,credit_card,0.124,267.25,120000,9.19,674,37530,12470,0.469,2,0,0,0
1,debt_consolidation,0.117,198.46,46000,36.34,719,41518,5283,0.234,0,0,0,0
1,home_improvement,0.082,835.1,70000,30.39,684,37622,11778,0.577,0,0,0,0
1,debt_consolidation,0.07,135.9,22803.01,10.11,664,38169,4233,0.296,0,0,0,0
1,debt_consolidation,0.231,606.72,41000,37,704,37165,21796,0.752,1,0,0,0
1,debt_consolidation,0.11,630.82,88500,13.38,749,40513,11392,0.229,0,0,0,0
1,other,0.103,648.45,70000,19,679,35886,22794,0.457,1,0,1,0
1,debt_consolidation,0.177,360.23,103000,10.92,679,39295,6868,0.259,2,0,0,0
1,debt_consolidation,0.143,491.91,47000,16.85,689,38991,10961,0.519,0,0,0,0
1,medical,0.231,54.24,83200,35.25,674,41183,0,0,0,1,0,0
1,debt_consolidation,0.143,274.59,75000,18.53,689,40575,11770,0.688,1,0,0,0
1,debt_consolidation,0.103,972.68,70000,17.71,684,39356,14111,0.641,0,1,0,0
1,debt_consolidation,0.11,1193.68,167000,10.16,674,37622,3062,0.262,4,2,0,0
1,credit_card,0.124,358.04,65000,10.76,689,37895,25641,0.576,0,0,0,0
1,credit_card,0.103,428.2,83000,14.32,694,38596,16242,0.745,0,0,0,0
1,debt_consolidation,0.076,996.29,130000,19.03,724,33604,23906,0.317,1,1,0,0
1,debt_consolidation,0.161,925.3,80000,31.85,694,38322,51492,0.617,4,0,0,0
1,debt_consolidation,0.088,634.23,88000,14.22,709,36831,19053,0.386,0,0,0,0
1,debt_consolidation,0.257,1002.62,48000,23.46,689,39326,21075,0.789,0,0,0,0
1,debt_consolidation,0.206,561.67,70000,15.28,694,40210,25927,0.741,3,0,0,0
1,medical,0.231,154.95,90000,38.45,729,36861,26523,0.473,1,0,0,0
1,debt_consolidation,0.257,1082.82,196000,9.69,664,36192,24467,1.003,0,0,0,0
1,credit_card,0.131,242.19,135000,1.87,724,29860,7837,0.348,1,0,0,0
1,debt_consolidation,0.131,202.4,60000,10.06,679,38412,12472,0.396,0,1,0,0
1,credit_card,0.131,134.93,51000,36.26,724,36557,4116,0.322,1,0,0,0
1,moving,0.117,190.19,67500,23.34,764,33329,99317,0.125,1,1,0,0
1,credit_card,0.103,486.34,150000,18.26,684,40603,18312,0.42,1,0,0,0
1,debt_consolidation,0.177,378.79,80000,13.7,709,41395,608,0.043,1,1,0,0
1,debt_consolidation,0.088,114.17,80000,17.37,809,38991,36736,0.576,1,0,0,0
1,debt_consolidation,0.231,387.36,43000,16.2,664,40422,12734,0.903,2,0,0,0
1,debt_consolidation,0.117,926.13,78832,33.94,724,39264,26336,0.469,1,0,0,0
1,debt_consolidation,0.231,732.11,28000,51.73,684,38961,21950,0.608,0,0,0,0
1,debt_consolidation,0.131,387.5,75000,21.82,679,35977,8667,0.598,0,0,0,0
1,credit_card,0.124,390.85,116000,24.76,694,38626,11397,0.648,1,0,0,0
1,credit_card,0.124,1169.2,226000,27.27,664,37135,45025,0.396,1,2,0,0
1,credit_card,0.103,1134.79,100000,17.26,679,36800,54104,0.914,2,1,0,0
1,debt_consolidation,0.065,566.67,61500,16.02,689,38443,25427,0.687,0,0,0,0
1,credit_card,0.124,224.48,117000,19.53,664,36495,59470,0.387,0,1,0,0
1,credit_card,0.257,356.81,59000,31.55,669,33970,35389,0.498,1,1,0,0
1,debt_consolidation,0.103,838.12,68000,24.25,724,37803,17908,0.227,0,0,0,0
1,debt_consolidation,0.257,677.93,68000,25.19,689,36800,11455,0.629,1,0,0,0
1,debt_consolidation,0.103,129.69,51000,17.58,684,41153,4638,0.566,0,0,0,0
1,credit_card,0.152,278.27,50000,30.82,674,38565,23703,0.545,2,0,0,0
1,credit_card,0.143,343.24,55000,28.02,714,41548,9922,0.807,1,0,0,0
1,debt_consolidation,0.088,158.56,88000,4.5,779,39600,2745,0.045,0,0,0,0
1,debt_consolidation,0.082,377.09,62000,18.56,729,35827,6328,0.161,1,0,0,0
1,credit_card,0.088,371.03,53500,0.63,724,39814,62,0.001,1,0,1,0
1,debt_consolidation,0.231,309.89,65000,15.21,689,39142,1515,0.309,3,1,0,0
1,debt_consolidation,0.103,581.18,110000,38.58,714,36526,27598,0.663,0,1,0,0
1,debt_consolidation,0.082,346.25,95000,20.04,729,38169,18614,0.433,0,0,0,0
1,debt_consolidation,0.206,321.62,72000,13.6,684,39539,4895,0.281,0,1,0,0
1,debt_consolidation,0.11,522.06,12000,166.5,789,34851,22637,0.281,0,0,0,0
1,credit_card,0.152,939.15,65000,25.24,674,38384,17361,0.616,1,0,0,0
1,debt_consolidation,0.082,611.03,70000,19.25,754,36831,29646,0.282,0,0,0,0
1,debt_consolidation,0.131,404.79,52900,23.87,699,40360,13534,0.207,2,0,0,0
1,debt_consolidation,0.177,288.18,35000,25.38,694,41760,12305,0.68,0,0,0,0
1,small_business,0.177,612.38,61200,28.55,724,36647,24716,0.461,0,0,0,0
1,debt_consolidation,0.082,1099.85,175000,14.46,689,37865,71670,0.96,0,0,0,0
1,other,0.206,134.01,43678,19.46,714,39569,8522,0.215,0,1,0,0
1,debt_consolidation,0.186,193.27,56376,27.27,694,38657,21035,0.518,0,0,1,0
1,debt_consolidation,0.124,897.89,205000,36.84,714,38504,260810,0.354,2,0,0,0
1,debt_consolidation,0.206,160.81,70000,22.34,724,30498,9828,0.291,0,0,0,0
1,debt_consolidation,0.131,410.3,100000,6.77,674,35735,6182,0.637,0,0,0,0
1,debt_consolidation,0.088,228.33,55000,15.08,744,35643,2280,0.144,1,1,0,0
1,credit_card,0.257,446.01,80000,33.99,709,39114,23720,0.188,1,0,0,0
1,credit_card,0.177,1260.78,105000,38.88,709,36404,33917,0.519,2,1,0,0
1,debt_consolidation,0.11,1309.93,93240,26.42,709,33604,55546,0.432,1,0,0,0
1,other,0.186,255.25,82345,17.9,669,39661,3038,0.247,1,1,1,0
1,credit_card,0.206,597.24,55000,29.67,704,42278,16949,0.335,0,1,0,0
1,credit_card,0.088,413.33,170000,15.59,704,39753,33790,0.558,0,0,0,0
1,debt_consolidation,0.124,354.94,28000,22.03,699,35827,7039,0.224,2,0,1,0
1,home_improvement,0.206,321.62,97000,32.75,739,34304,0,0,1,3,0,0
1,debt_consolidation,0.117,220.99,36852,8.92,674,40817,7174,0.554,0,0,0,0
1,credit_card,0.231,220.8,57637,29.06,669,39539,9737,0.335,1,0,0,0
1,debt_consolidation,0.206,570.19,93000,18.07,669,41395,10429,0.372,2,0,0,0
1,debt_consolidation,0.231,309.89,56000,31.65,689,39326,9342,0.573,0,0,0,0
1,credit_card,0.161,907.62,110000,29.84,679,37288,48850,0.893,0,0,0,0
1,debt_consolidation,0.17,372.39,36000,22.53,699,41730,9579,0.661,0,0,0,0
1,debt_consolidation,0.177,252.53,70000,7.94,694,40269,20460,0.424,0,0,1,0
1,debt_consolidation,0.117,1158.49,115000,28.09,774,34121,11549,0.127,0,0,0,0
1,credit_card,0.11,491.23,110000,23.77,674,38777,11865,0.628,1,1,0,0
1,credit_card,0.177,396.25,56000,24.05,669,41518,10548,0.793,1,0,0,0
1,medical,0.117,353.58,50000,33.34,784,38869,6239,0.397,0,0,0,0
1,credit_card,0.206,804.03,67100,31.48,709,39417,29392,0.64,0,0,0,0
1,other,0.065,1121.86,100000,11.83,779,42095,3271,0.051,0,0,0,0
1,debt_consolidation,0.206,917.39,76000,38.65,679,38869,5299,0.215,1,1,0,0
1,debt_consolidation,0.288,1253.91,175000,22.97,694,36100,48732,0.263,4,0,0,0
1,debt_consolidation,0.076,74.73,32500,8.57,744,35309,4589,0.306,0,0,1,0
1,credit_card,0.076,648.37,26742,27.11,744,39539,9900,0.299,0,0,0,0
1,debt_consolidation,0.088,304.43,105000,12.65,689,39600,25852,0.882,0,0,0,0
1,credit_card,0.11,391.55,70000,17.83,744,39173,20408,0.395,0,0,0,0
1,debt_consolidation,0.206,411.89,68000,27.46,709,41244,11340,0.278,1,0,0,0
1,other,0.103,449.61,50000,22.06,714,38687,12675,0.405,0,0,0,0
1,home_improvement,0.17,496.52,165000,31.73,674,32021,108969,0.647,0,0,0,0
1,debt_consolidation,0.088,826.66,525000,13.55,684,36192,61455,0.928,0,1,0,0
1,credit_card,0.076,155.67,61000,10.35,669,41183,5225,0.454,0,1,0,0
1,debt_consolidation,0.088,537.33,81072,23.61,704,39539,26429,0.556,0,0,0,0
1,debt_consolidation,0.11,217.53,30553,22.74,749,37653,6331,0.156,1,0,0,0
1,credit_card,0.11,327.49,66000,8.33,724,38749,10884,0.305,0,0,0,0
1,debt_consolidation,0.17,253.23,10000,37.09,674,42125,6153,0.316,0,0,0,0
1,debt_consolidation,0.076,622.68,14200,65.51,714,38777,4377,0.119,0,0,0,0
1,credit_card,0.124,448.95,70000,16.12,739,38596,20097,0.329,0,0,0,0
1,small_business,0.117,883.93,250000,22.02,704,35125,69114,0.639,0,0,0,0
1,debt_consolidation,0.11,804.84,110000,19.02,764,40664,8145,0.286,0,0,0,0
1,credit_card,0.065,306.31,88956.7,15.42,774,37530,12919,0.237,0,0,0,0
1,credit_card,0.11,720.47,62000,17.58,674,39326,18412,0.639,1,0,0,0
1,debt_consolidation,0.177,468.29,45000,24.64,704,36465,13441,0.57,0,0,0,0
1,debt_consolidation,0.143,318.57,35000,28.33,689,40544,9926,0.764,0,0,0,0
1,home_improvement,0.152,533.05,185000,8.34,664,41487,3105,0.141,0,0,0,0
1,debt_consolidation,0.161,574.2,63000,31.75,724,36617,18883,0.67,0,0,0,0
1,debt_consolidation,0.11,509.01,80000,16.68,769,40422,10379,0.281,0,0,0,0
1,debt_consolidation,0.117,661.52,18000,95.2,744,39753,5789,0.335,0,0,0,0
1,credit_card,0.17,316.53,175000,17.65,679,37012,27651,0.454,2,0,0,0
1,debt_consolidation,0.082,611.03,95000,16.44,694,39295,29886,0.532,1,0,0,0
1,debt_consolidation,0.177,404.04,65000,18.94,669,40544,8947,0.813,1,1,0,0
1,debt_consolidation,0.082,183.31,60000,12.58,764,41456,2129,0.155,0,0,0,0
1,debt_consolidation,0.082,509.19,100000,22.27,774,36434,14221,0.423,0,0,0,0
1,debt_consolidation,0.152,870.45,170000,21.1,694,32234,41414,0.38,0,0,0,0
1,other,0.11,500.31,65000,19.83,824,38353,4485,0.066,0,0,0,0
1,debt_consolidation,0.206,428.82,39000,13.45,679,39692,16165,0.314,0,1,0,0
1,debt_consolidation,0.076,778.35,90000,17.46,734,34578,8716,0.548,0,1,0,0
1,debt_consolidation,0.11,523.98,125000,10.22,734,36708,23253,0.516,1,0,0,0
1,debt_consolidation,0.082,541.27,142000,22.23,794,37469,45954,0.217,1,0,0,0
1,debt_consolidation,0.152,508.82,60000,27.23,694,31594,3666,0.082,0,0,0,0
1,debt_consolidation,0.206,570.19,129000,25.71,679,37865,53416,1.017,1,1,0,0
1,debt_consolidation,0.076,778.35,53000,17.6,764,39295,9152,0.206,1,0,0,0
1,credit_card,0.124,567.9,45000,31.68,674,42309,9003,0.874,0,0,0,0
1,credit_card,0.124,853,90000,22.28,739,38412,45869,0.788,0,0,0,0
1,credit_card,0.288,569.17,153000,22.13,669,39234,10756,0.322,3,0,1,0
1,major_purchase,0.206,854.95,52000,35.93,694,39569,24177,0.475,0,0,1,0
1,debt_consolidation,0.131,227.95,25000,13.52,674,38047,5889,0.464,0,0,0,0
1,debt_consolidation,0.143,656.44,115000,13.66,704,38869,7364,0.374,1,0,1,0
1,credit_card,0.103,321.15,103000,17.2,694,34213,24048,0.925,0,0,0,0
1,home_improvement,0.082,235.69,115000,13.65,719,38169,10423,0.834,1,0,1,0
1,debt_consolidation,0.177,833.33,200000,11.21,719,39630,9899,0.27,3,1,0,0
